organization,country_firm
"Sumitomo Rubber Industries, Ltd.",Japan
Sumitomo Trust & Banking,Japan
Sunrise,Japan
Suntory,Japan
SR SunTour (Maeda Industries),Japan
Suzuki,Japan
Swift Xi,Japan
Sysmex,Japan
T&D Holdings,Japan
T. Hasegawa,Japan
Tadano Limited,Japan
Taiheiyo Cement,Japan
Taisei Corporation,Japan
Taisho Pharmaceutical,Japan
Taito Corporation,Japan
Taiyo Kogyo Corporation,Japan
Taiyo Nippon Sanso Corporation,Japan
Taiyo Yuden,Japan
Takamine,Japan
Takara Holdings,Japan
Takasago International Corporation,Japan
Takashimaya,Japan
Takata Corporation,Japan
Takeda Pharmaceutical,Japan
Takefuji,Japan
Takenaka Corporation,Japan
Takeuchi Manufacturing,Japan
Tama Drums,Japan
Tamasuknown for its Butterfly brand,Japan
Tamiya Corporation,Japan
Tamron,Japan
Tanaka Kikinzoku,Japan
TDK Corporation,Japan
TEAC Corporation,Japan
Teijin,Japan
Tenyo,Japan
Terumo,Japan
THK,Japan
Tiger Corporation,Japan
TOA Corporation,Japan
Toagosei,Japan
Toaplan,Japan
Tobu Railway,Japan
Toda Racing,Japan
Toei Animation,Japan
Toei Company,Japan
Tohatsu,Japan
Toho,Japan
Toho Bank,Japan
Toho Zinc,Japan
Tohoku Bank,Japan
Tohoku Electric Power,Japan
Tokai Carbon,Japan
Tokaido,Japan
Tokio Marine,Japan
Tokio Marine & Nichido Fire Insurance,Japan
Tokuyama Corporation,Japan
Tokyo Broadcasting System,Japan
Tokyo Electric Power,Japan
Tokyo Electron,Japan
Tokyo FM,Japan
Tokyo Gas,Japan
Tokyo Tatemono,Japan
Tokyo Marui,Japan
Tokyo Metro,Japan
Tokyo MX,Japan
Tokyu Corporation,Japan
Tokyu Land,Japan
Tombow,Japan
TOM'S,Japan
Tomita Dream Sales,Japan
Tomy,Japan
Top Secret,Japan
Topcon,Japan
Toppan Printing,Japan
Topy Industries,Japan
Toray,Japan
Toraya Confectionery,Japan
Toshiba,Japan
Tosoh,Japan
Toto,Japan
Toy's Factory,Japan
Toyo Engineering Corporation,Japan
Toyo Rikagaku Kenkyusho,Japan
Toyo Seikan,Japan
Toyo Suisan Kaisha,Japan
Toyo Tire & Rubber Company,Japan
Toyobo,Japan
Toyota,Japan
Toyota Boshoku,Japan
Toyota Industries,Japan
Toyota Tsusho,Japan
Treasure,Japan
Trend Micro,Japan
Trust Company Ltd.known for its GReddy brand,Japan
Tsubakimoto Chain,Japan
TV Asahi,Japan
TV Tokyo,Japan
UBE Industries,Japan
UCC Ueshima Coffee,Japan
Uniadex,Japan
Uniden,Japan
Unitika,Japan
Uniqlo,Japan
Unicharm,Japan
Uny,Japan
"Ushio, Inc.",Japan
VAP,Japan
Veilside,Japan
Wacom,Japan
West Japan Railway,Japan
Work Wheels,Japan
Yaesu,Japan
Yamabiko Corporation,Japan
Yakult Honsha,Japan
Yamada Denki,Japan
Yamagata Bank,Japan
Yamaguchi Bank,Japan
Yamaha,Japan
Yamaha Motors,Japan
Yamasa,Japan
Yamamoto Kogaku,Japan
Yamato Transport,Japan
Yamazaki Baking,Japan
Yamazaki Mazak Corporation,Japan
Yanagisawa Wind Instruments,Japan
Yanmar,Japan
Yaskawa Electric,Japan
Yazaki,Japan
YKK,Japan
Yokogawa Electric,Japan
Yokohama Rubber Company,Japan
Yokomo,Japan
Yoshimoto Kogyo,Japan
Yoshinoya,Japan
Yuyama,Japan
Zebra,Japan
Zenrin,Japan
Zojirushi,Japan
Zuken,Japan
Aju Group,South Korea
AKOM,South Korea
Amorepacific Corporation,South Korea
Asia Cement,South Korea
Asiana Airlines,South Korea
BC Card,South Korea
Bexel,South Korea
Big Hit Entertainment,South Korea
Bubang Techron Co.,South Korea
Busan Bank,South Korea
Busan Transportation Corporation,South Korea
CAS Corporation,South Korea
Channel A,South Korea
Cheil Industries,South Korea
Chosun Broadcasting Company,South Korea
CJ CGV,South Korea
CJ E&M Film Division,South Korea
CJ Group,South Korea
Com2uS,South Korea
Cowon,South Korea
Crown Confectionery,South Korea
CT&T United,South Korea
Cuckoo Electronics,South Korea
Cyworld,South Korea
Daehan Tire,South Korea
Daelim,South Korea
Dongbu Group,South Korea
Dongbu Steel,South Korea
Dongkuk Steel,South Korea
Doosan Engineering & Construction,South Korea
Doosan Group,South Korea
Doosan Heavy Industries & Construction,South Korea
Eastar Jet,South Korea
E-Land Group,South Korea
Eugene Basic Materials Company,South Korea
Eugene Concrete,South Korea
Eugene Group,South Korea
Eugene Koryeo Cement,South Korea
FILA,South Korea
Game Park,South Korea
Gamevil,South Korea
GM Korea,South Korea
Gravity,South Korea
GS Caltex,South Korea
GS Group,South Korea
Haitai,South Korea
Halla Group,South Korea
Hana Financial Group,South Korea
Hanjin,South Korea
Hankook Ilbo,South Korea
Hankook Tires,South Korea
Hansol,South Korea
Hanwha,South Korea
Hanwha Life Insurance,South Korea
Hanwha Total,South Korea
"HCT Co., Ltd.",South Korea
Hite Brewery,South Korea
HiteJinro,South Korea
Hotel Shilla,South Korea
Humax,South Korea
Hyosung,South Korea
Hyundai Amco,South Korea
Hyundai Asan,South Korea
Hyundai Corporation,South Korea
Hyundai Department Store Group,South Korea
Hyundai Engineering & Construction,South Korea
Hyundai Glovis,South Korea
Hyundai Group,South Korea
Hyundai Heavy Industries Group,South Korea
Hyundai Heavy Industries,South Korea
Hyundai Merchant Marine,South Korea
Hyundai Mobis,South Korea
Hyundai Motor Company,South Korea
Hyundai Motor Group,South Korea
Hyundai Oilbank,South Korea
Hyundai Rotem,South Korea
Hyundai Samho Heavy Industries,South Korea
Hyundai Steel,South Korea
Hyundai Wia,South Korea
Iconix Entertainment,South Korea
INCA Internet,South Korea
Industrial Bank of Korea,South Korea
iriver,South Korea
Isu Group,South Korea
Jeju Air,South Korea
Jin Air,South Korea
Jinwoo SMC,South Korea
JoongAng Ilbo,South Korea
JTBC,South Korea
JYP Entertainment,South Korea
Kakao,South Korea
KB Kookmin Bank,South Korea
KCC Corporation,South Korea
Kia Motors,South Korea
Korea Development Bank,South Korea
Korea Electric Power Corporation,South Korea
Korea Thrunet,South Korea
Korean Air,South Korea
Korean Broadcasting System,South Korea
Koscom,South Korea
KOTRA,South Korea
KR Motors,South Korea
KT Corporation,South Korea
Korea Tobacco & Ginseng Corporation,South Korea
Kumho Asiana Cultural Foundation,South Korea
Kumho Asiana Group,South Korea
Kumho Engineering and Construction,South Korea
CJ KIFT,South Korea
Kumho Tire,South Korea
Kyobo Book Centre,South Korea
Kyobo Life Insurance Company,South Korea
LG Chem,South Korea
LG CNS,South Korea
LG Corporation,South Korea
LG Display,South Korea
LG Electronics,South Korea
LG Uplus,South Korea
LOEN Entertainment,South Korea
Lotte Group,South Korea
Lotte Capital,South Korea
Lotte Card,South Korea
Lotte Cinema,South Korea
Lotte Chilsung,South Korea
Lotte Confectionery,South Korea
Lotte Department Store,South Korea
Lotte Global Logistics,South Korea
Lotte Hotels & Resorts,South Korea
Lotte World,South Korea
LS Cable & System,South Korea
LS Group,South Korea
Mando Corporation,South Korea
Mirae Asset Group,South Korea
M-Pio,South Korea
MBC,South Korea
Namhae Chemical Corporation,South Korea
Naver Corporation,South Korea
NCsoft,South Korea
Netmarble Games,South Korea
Nexen Tire,South Korea
Nexon,South Korea
National Agricultural Cooperative Federation,South Korea
Nongshim,South Korea
On-Media,South Korea
Oriental Brewery,South Korea
Orion Confectionery,South Korea
Ottogi,South Korea
Pantech,South Korea
Phantagram,South Korea
Pledis Entertainment,South Korea
POSCO,South Korea
Proto Motors,South Korea
Renault Samsung Motors,South Korea
S.M. Entertainment,South Korea
Samick,South Korea
Samsung,South Korea
Samsung C&T Corporation,South Korea
Samsung Card,South Korea
Samsung Digital Imaging,South Korea
Samsung Economic Research Institute,South Korea
Samsung Electro-Mechanics,South Korea
Samsung Electronics,South Korea
Samsung Engineering,South Korea
Samsung Fire & Marine Insurance,South Korea
Samsung Heavy Industries,South Korea
Samsung Life Insurance,South Korea
Samsung Medical Center,South Korea
Samsung SDS,South Korea
Samyang Food,South Korea
Standard Chartered Korea,South Korea
Seoul Broadcasting System,South Korea
Shinhan Bank,South Korea
Shinsegae,South Korea
SK C&C,South Korea
SK Group,South Korea
SK Hynix,South Korea
SK Telecom,South Korea
S-LCD,South Korea
Softmax,South Korea
S-Oil,South Korea
SsangYong Motor,South Korea
Starship Entertainment,South Korea
STX Corporation,South Korea
STX Offshore & Shipbuilding,South Korea
TaeguTec,South Korea
Taekwang Group,South Korea
Taekwang Industry,South Korea
The Chosun Ilbo,South Korea
The Dong-a Ilbo,South Korea
TmaxSoft,South Korea
T'way Airlines,South Korea
WeMade Entertainment,South Korea
Woollim Entertainment,South Korea
Woori Bank,South Korea
NH Investment & Securities,South Korea
YG Entertainment,South Korea
Young Chang,South Korea
YTN,South Korea
Yuhan,South Korea
85 °C Bakery Cafe,Taiwan
Acer Inc.,Taiwan
ADATA,Taiwan
Adly,Taiwan
Aeon Motor,Taiwan
Aerospace Industrial Development Corporation,Taiwan
AG Neovo,Taiwan
Airiti Inc.,Taiwan
Alchip,Taiwan
An Feng Steel,Taiwan
AOC,Taiwan
AOpen,Taiwan
Apacer,Taiwan
Arphic Technology,Taiwan
Asia Cement Corporation,Taiwan
ASIX,Taiwan
ASUS,Taiwan
ATEN International,Taiwan
ATP Electronics,Taiwan
AU Optronics,Taiwan
Avision,Taiwan
Bank of Kaohsiung,Taiwan
Bank of Taiwan,Taiwan
Bank SinoPac,Taiwan
Behavior Tech Computer,Taiwan
BenQ,Taiwan
Billion,Taiwan
Biostar,Taiwan
Bit Corporation,Taiwan
C.C.P. Contact Probes,Taiwan
C-Media,Taiwan
Chaintech,Taiwan
Chang Hwa Bank,Taiwan
Cheng Shin Rubber,Taiwan
Chi Mei Corporation,Taiwan
Chicony Electronics,Taiwan
China Airlines,Taiwan
China Life,Taiwan
China Motor Corporation,Taiwan
China Steel,Taiwan
Chingwin Publishing Group,Taiwan
Chroma ATE,Taiwan
Chun Yuan Steel,Taiwan
Chunghwa Telecom,Taiwan
CipherLab,Taiwan
Clevo,Taiwan
CMC Magnetics,Taiwan
Compal Electronics,Taiwan
Continental Engineering Corporation,Taiwan
Cooler Master,Taiwan
CPC Corporation,Taiwan
CSBC Corporation,Taiwan
CTBC Bank,Taiwan
CyberLink,Taiwan
D-Link,Taiwan
Daily Air,Taiwan
DBTel,Taiwan
Delta Electronics,Taiwan
DFI,Taiwan
Digital United,Taiwan
Din Tai Fung,Taiwan
Dopod,Taiwan
DynaComware,Taiwan
E.SUN Commercial Bank,Taiwan
Edison-Opto,Taiwan
Elitegroup Computer Systems,Taiwan
Epistar,Taiwan
EPoX,Taiwan
Eslite Bookstore,Taiwan
EVA Air,Taiwan
Evergreen Marine,Taiwan
Everlight Electronics,Taiwan
EZTABLE,Taiwan
Far Eastern New Century,Taiwan
Faraday Technology,Taiwan
FarEasTone,Taiwan
"FCF Co, Ltd.",Taiwan
Federal Corporation,Taiwan
First International Computer,Taiwan
First International Telecom,Taiwan
Formosa Plastics,Taiwan
Foxconn,Taiwan
FSP Group,Taiwan
Fubon Financial Holding Co.,Taiwan
G.Skill,Taiwan
Gamania,Taiwan
GeIL,Taiwan
Giant Bicycles,Taiwan
Gigabyte Technology,Taiwan
Global Unichip Corporation,Taiwan
Gloria Material Technology Corp.,Taiwan
Grand Wing Servo-Tech,Taiwan
HannStar Display Corporation,Taiwan
HeySong Corporation,Taiwan
HIM International Music,Taiwan
Holtek,Taiwan
Ho-Ping Power Company,Taiwan
Horizon Yachts,Taiwan
Hotai Motor,Taiwan
HTC,Taiwan
Hsin Tung Yang,Taiwan
I-Mei Foods,Taiwan
Infortrend,Taiwan
InnoLux Corporation,Taiwan
Insyde Software,Taiwan
International Games System,Taiwan
Inventec,Taiwan
Jadever,Taiwan
Jade Yachts,Taiwan
JMicron,Taiwan
Johnson Yachts,Taiwan
Jong Shyn Shipbuilding Company,Taiwan
Kenda Rubber Industrial Company,Taiwan
Kinesis Industry,Taiwan
Kingmax,Taiwan
KMC Chain Industrial,Taiwan
KWorld,Taiwan
Kymco,Taiwan
Lanner Inc.,Taiwan
Leadtek,Taiwan
Lian Li,Taiwan
LiteOn,Taiwan
Liuli Gongfang,Taiwan
Lungteh Shipbuilding,Taiwan
Mai-Liao Power Corporation,Taiwan
Mandarin Airlines,Taiwan
MediaTek,Taiwan
Mega International Commercial Bank,Taiwan
Merida Bikes,Taiwan
Micro-Star International,Taiwan
Microtek,Taiwan
Miniwiz,Taiwan
MIPRO,Taiwan
Moxa Technologies,Taiwan
MiTAC,Taiwan
MStar Semiconductor,Taiwan
Mustek Systems,Taiwan
Nankang Rubber Tire,Taiwan
NCSIST,Taiwan
Nuvoton,Taiwan
Ocean Alexander,Taiwan
Pegatron,Taiwan
Phalanx Biotech Group,Taiwan
Phison,Taiwan
Plustek Inc.,Taiwan
Pou Chen Corporation,Taiwan
Powerchip Semiconductor,Taiwan
Promise Technology,Taiwan
"QNAP Systems, Inc.",Taiwan
Quanta Computer,Taiwan
Ralink,Taiwan
Realtek,Taiwan
Rebar,Taiwan
Regent International Hotels,Taiwan
Ritek,Taiwan
Rock Records,Taiwan
Runewaker Entertainment,Taiwan
Sangean,Taiwan
Seventeam,Taiwan
Shanghai Commercial and Savings Bank,Taiwan
Sheico,Taiwan
Shiatzy Chen,Taiwan
Shihlin Electric,Taiwan
Shuttle Inc.,Taiwan
Silicon Integrated Systems,Taiwan
Silicon Power,Taiwan
SilverStone Technology,Taiwan
"SPARKLE Computer Co., Ltd.",Taiwan
SunComm Technology,Taiwan
SYM Motors,Taiwan
Synology Inc.,Taiwan
Taiwan Cement Corporation,Taiwan
Taiwan Cooperative Bank,Taiwan
Taiwan Fertilizer,Taiwan
Taiwan Financial Holdings Group,Taiwan
Taiwan International Ports Corporation,Taiwan
Taiwan Mobile,Taiwan
Taiwan Power Company,Taiwan
Taiwan Sugar Corporation,Taiwan
Taiwan Tobacco and Liquor Corporation,Taiwan
Taiwan Water Corporation,Taiwan
Tang Eng Iron Works,Taiwan
Tatung Company,Taiwan
TECO Electric and Machinery (TECO),Taiwan
Tecom,Taiwan
Tekom Technologies,Taiwan
Thecus,Taiwan
Thermaltake,Taiwan
Thinking Electronic,Taiwan
TiSPACE,Taiwan
Thunder Tiger,Taiwan
Tong Li Publishing,Taiwan
TransAsia Airways,Taiwan
Transcend Information,Taiwan
TSMC,Taiwan
Ulead Systems,Taiwan
UMAX Technologies,Taiwan
Uni Air,Taiwan
Uni-President Enterprises Corporation,Taiwan
United Microelectronics Corporation,Taiwan
Universal Abit,Taiwan
UserJoy Technology,Taiwan
VIA Technologies,Taiwan
Vibo Telecom,Taiwan
VIS (Vanguard International Semiconductor Corporation),Taiwan
Wan Hai Lines,Taiwan
Wang Film Productions,Taiwan
Want Want,Taiwan
Wei Chuan Foods Corporation,Taiwan
Winbond,Taiwan
Wistron Corporation,Taiwan
XGI Technology,Taiwan
Yageo,Taiwan
Yang Ming Marine Transport Corporation,Taiwan
Yulon,Taiwan
Zyxel,Taiwan
108 Shop,Thailand
2Spot Communications,Thailand
3K Battery,Thailand
Advanced Info Service,Thailand
Air Andaman,Thailand
Air People International,Thailand
Airports of Thailand PCL,Thailand
Angel Air,Thailand
Areeya Property,Thailand
AsiaSoft,Thailand
AutoAlliance Thailand,Thailand
B.Grimm,Thailand
Bangkok Airways,Thailand
Bangkok Bank,Thailand
Bangkok Dock Company,Thailand
Bangkok Hospital,Thailand
Bangkok Insurance,Thailand
Bangkok Land,Thailand
Bangkok Post,Thailand
Bank of Ayudhya,Thailand
Banpu,Thailand
BEC-TERO,Thailand
Benetone Films,Thailand
Berli Jucker,Thailand
Besins Healthcare,Thailand
Big C,Thailand
Bongkoch Publishing,Thailand
Boon Rawd Brewery,Thailand
BTS Group Holdings,Thailand
Bumrungrad International Hospital,Thailand
CAT Telecom,Thailand
CDG Group,Thailand
Central Group,Thailand
Central Pattana,Thailand
Chaiseri,Thailand
Channel 7,Thailand
Charoen Pokphand Foods,Thailand
Charoen Pokphand,Thailand
Christiani & Nielsen,Thailand
Chue Chin Hua,Thailand
Coca Steamboat,Thailand
CP All,Thailand
CTH,Thailand
Daily News,Thailand
Deestone Group,Thailand
Deves Insurance,Thailand
Diana Department Store,Thailand
DTAC,Thailand
Dusit Thani Group,Thailand
Dutch Mill,Thailand
Electricity Generating Authority of Thailand,Thailand
Ensogo,Thailand
FazWaz,Thailand
FBT,Thailand
Five Star Production,Thailand
GDH 559,Thailand
Glow Energy,Thailand
GMM Grammy,Thailand
Grand Sport Group,Thailand
I-Mobile,Thailand
Index Living Mall,Thailand
Indorama Ventures,Thailand
International Engineering Public Company Limited,Thailand
Intouch Holdings,Thailand
Italthai Industrial Group,Thailand
Jamsai,Thailand
Kalara International Properties,Thailand
Kantana Group,Thailand
Karmarts,Thailand
Kasikornbank,Thailand
Khon Kaen Sugar,Thailand
Kiatnakin Bank,Thailand
King Power,Thailand
Krung Thai Bank,Thailand
Kulthorn Kirby,Thailand
Land and Houses,Thailand
Lebua Hotels & Resorts,Thailand
Major Cineplex,Thailand
MBK Center,Thailand
MCOT,Thailand
Minor Hotels,Thailand
Minor International,Thailand
Mitr Phol,Thailand
Mitsubishi Motors (Thailand),Thailand
Modernform Group,Thailand
Muang Thai Life Assurance,Thailand
Mu Space,Thailand
Nation Multimedia Group,Thailand
NBT,Thailand
Nok Air,Thailand
One-Two-GO Airlines,Thailand
Orient Thai Airlines,Thailand
Osotspa,Thailand
Pace Development,Thailand
PBair,Thailand
Phranakorn film,Thailand
Phuket Air,Thailand
Phuket Beer,Thailand
Phyathai Hospitals Group,Thailand
Priceza,Thailand
PTT,Thailand
Raimon Land,Thailand
Real United,Thailand
Rose Media and Entertainment,Thailand
Royal Cliff Hotels Group,Thailand
RS Public Company Limited,Thailand
Sahamongkol Film International,Thailand
Sahaviriya Steel Industries,Thailand
Samart Group,Thailand
Sansiri,Thailand
Seacon Square,Thailand
SF Group,Thailand
Siam Cement,Thailand
Siam Commercial Bank,Thailand
Siam Piwat,Thailand
Silkspan,Thailand
Software Park Thailand,Thailand
Starmark,Thailand
Strudyna Engineering,Thailand
Sukosol Group,Thailand
Tanin Industrial Company,Thailand
Tao Kae Noi,Thailand
Thai Air Cargo,Thailand
Thai AirAsia,Thailand
Thai Airways,Thailand
Thai Aviation Industries,Thailand
Thai Express,Thailand
Thai Life Insurance,Thailand
Thai Oil,Thailand
Thai Pacific Airlines,Thailand
Thai President Foods,Thailand
Thai Public Broadcasting Service,Thailand
Thai Rath,Thailand
Thai Rating and Information Services,Thailand
Thai Rubber Latex Corporation,Thailand
Thai Rung Union Car,Thailand
Thai Summit Group,Thailand
Thai Union Group,Thailand
ThaiBev,Thailand
Thaicom,Thailand
ThaiJet,Thailand
Thanachart Bank,Thailand
The Cabin Chiang Mai,Thailand
The Erawan Group,Thailand
The Mall Group,Thailand
The Pizza Company,Thailand
The Treedom Group,Thailand
Tisco Bank,Thailand
TL Tradewinds,Thailand
TMB Bank,Thailand
Tonson Group,Thailand
TOT,Thailand
Toyota Motor Thailand,Thailand
TPI Polene,Thailand
True Corporation,Thailand
UBIS,Thailand
Wellcom,Thailand
Workpoint Entertainment,Thailand
Yan Wal Yun,Thailand
Akbank,Turkey
Aksa,Turkey
Alarko Holding,Turkey
Anadolu Isuzu,Turkey
Arçelik,Turkey
Arkem,Turkey
 Assan,Turkey
ASELSAN,Turkey
Askam (trucks),Turkey
Avea,Turkey
Aygaz,Turkey
Banvit,Turkey
Basak Traktor,Turkey
Beko Elektronik,Turkey
BMC,Turkey
Borusan Holding,Turkey
BOTAŞ,Turkey
Çalık Enerji,Turkey
Canovate,Turkey
Cengiz Holding,Turkey
Ciner Holding,Turkey
Çukurova Holding,Turkey
DenizBank,Turkey
Diardi,Turkey
Dilek Ecza Deposu,Turkey
Doğan Holding,Turkey
Doğtaş,Turkey
Doğuş Group,Turkey
DYO Boya Fabrikaları,Turkey
Eczacıbaşı,Turkey
Efes Beverage Group,Turkey
Elektrik Üretim,Turkey
Enerco Energy,Turkey
Enka Insaat ve Sanayi A.S.,Turkey
Erdem Architects,Turkey
Erdemir,Turkey
Erkunt Group,Turkey
Eser,Turkey
Estap,Turkey
EUROTAI,Turkey
EUROTEM,Turkey
Fibabanka,Turkey
Finansbank,Turkey
GAMA Endustri,Turkey
Garanti Bank,Turkey
Goldas,Turkey
Halk Bankasi,Turkey
Hunca Cosmetics,Turkey
Inebolu Shipyard,Turkey
Isdemir,Turkey
Istanbul,Turkey
Istanbul Metro,Turkey
Kalyon Group,Turkey
Kardemir Karabük Demir Çelik Fabrikalari A.S.,Turkey
Karsan,Turkey
Kayi Construction,Turkey
Kimetsan,Turkey
Koç Holding,Turkey
Koray Holding,Turkey
Koton,Turkey
Kristal Kola,Turkey
Limak Holding,Turkey
LittleBig,Turkey
Mako Elektrik,Turkey
Mavi Jeans,Turkey
Mechanical and Chemical Industry Corporation,Turkey
Migros Türk,Turkey
Nurol Holding,Turkey
Omsan,Turkey
OPET,Turkey
Otokar,Turkey
Otosan,Turkey
Oyak-Renault,Turkey
Ozaltin,Turkey
Pancar Motor,Turkey
Permak,Turkey
Petkim,Turkey
Petrol Ofisi,Turkey
Polimeks,Turkey
Poliya,Turkey
Sabanci Holding,Turkey
Sahinler Holding,Turkey
Salcano,Turkey
Sekerbank,Turkey
Solimpeks,Turkey
STFA Group,Turkey
Tabanlioglu Architects,Turkey
TAV Airports Holding,Turkey
Tekel,Turkey
Tekfen,Turkey
Temsa,Turkey
Tersan Shipyard,Turkey
Tofas,Turkey
TÜLOMSAŞ,Turkey
Tüpraş,Turkey
Türk Telekom,Turkey
Turkcell,Turkey
Turkish Aerospace Industries (TAI),Turkey
Turkish Airlines,Turkey
Türkiye Is Bankasi,Turkey
Türkiye Petrolleri Anonim Ortaklığı (TPAO),Turkey
Turkish State Railways,Turkey
TÜVASAŞ,Turkey
Ugur Cooling,Turkey
